anio,mes,ipc_factor,peso_muestra,descripcion,unidad,grupo_unidad,cantidad,precio_unitario,total
2023,11,0.902537,1.0,Relleno Material de Transición,m3,volumetrico,3124.5,33025.0,103186612.5
2023,11,0.902537,1.0,Relleno Material Transición Seleccionado,m3,volumetrico,198.2,26781.0,5307994.2
2023,11,0.902537,1.0,"Suministro y montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,188.8,117539.0,22191363.2
2023,11,0.902537,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,1685.6,20654.0,34814382.4
2023,11,0.902537,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,11438.5,8170.0,93452545.0
2023,11,0.902537,1.0,Material Dren,m3,volumetrico,697.0,16117.0,11233549.0
2023,11,0.902537,1.0,Material Filtro,m3,volumetrico,84.5,31494.0,2661243.0
2023,11,0.902537,1.0,Material Transición,m3,volumetrico,853.1,25844.0,22047516.4
2023,11,0.902537,1.0,Material Transición Seleccionado,m3,volumetrico,112.4,27497.0,3090662.8
2023,11,0.902537,1.0,"Pieza Especial codo 90° PE100 PN16, 400 mm",cu,unidad,1.0,338954.0,338954.0
2023,11,0.902537,1.0,Relleno con Compactación Controlada,m3,volumetrico,423.9,14234.0,6033792.6
2023,11,0.902537,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,89.0,131432.0,11697448.0
2023,11,0.902537,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,680.0,21816.0,14834880.0
2023,11,0.902537,1.0,Escarpe,m3,volumetrico,1380.6,7803.0,10772821.8
2023,11,0.902537,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,3405.8,9722.0,33111187.6
2023,11,0.902537,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,405.6,21893.0,8879800.8
2023,11,0.902537,1.0,Relleno Material de Transición,m3,volumetrico,118.7,31959.0,3793533.3
2023,11,0.902537,1.0,Colocación Material Filtro,m3,volumetrico,335.9,24010.0,8064959.0
2023,11,0.902537,1.0,Suministro e instalación de geotextil NW >450 g/m2 para tapado Dren incluye anclaje,m2,area,10698.6,6034.0,64555352.4
2023,11,0.902537,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,205.2,131274.0,26937424.8
2023,11,0.902537,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",m2,area,350.2,9456.0,3311491.2
2023,11,0.902537,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,448.2,9398.0,4212183.6
2023,11,0.902537,1.0,Material Filtro Alfombra,m3,volumetrico,111.1,22357.0,2483862.7
2023,11,0.902537,1.0,Material Dren,m3,volumetrico,69.3,13545.0,938668.5
2023,11,0.902537,1.0,Material Filtro,m3,volumetrico,103.3,26919.0,2780732.7
2023,11,0.902537,1.0,Camino acceso (terreno natural) vehicular a restituir,m3,volumetrico,179.1,24274.0,4347473.4
2023,11,0.902537,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",ha,otros,0.5,76133730.0,38066865.0
2023,11,0.902537,1.0,Escarpe,m3,volumetrico,562.7,6776.0,3812855.2
2023,11,0.902537,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,2466.1,7360.0,18150496.0
2023,11,0.902537,1.0,Relleno con compactacion controlada,m3,volumetrico,1393.5,17773.0,24766675.5
2023,11,0.902537,1.0,Preparación subrasante,m2,area,4076.1,22139.0,90240777.9
2023,11,0.902537,1.0,Mampostería,m3,volumetrico,108.6,119512.0,12979003.2
2023,11,0.902537,1.0,Puente grúa portal; capacidad 3 toneladas,cu,unidad,1.0,4056455.0,4056455.0
2023,11,0.902537,1.0,Puente grúa portal; capacidad 5 toneladas,cu,unidad,1.1,5782735.0,6361008.5
2023,11,0.902537,1.0,Puente grúa portal; capacidad 1 toneladas,cu,unidad,1.0,3727562.0,3727562.0
2023,11,0.902537,1.0,compresor reciclones; modelo kaeser sxc6 (290 kg),cu,unidad,0.9,799782.0,719803.8
2023,11,0.902537,1.0,batería hidrociclones;(10 unidades recyclone 500/40 cvx marca weir-vulco y 2 unidades de tipo recyclone vulclone 510/380),cu,unidad,12.4,5806842.0,72004840.8
2023,11,0.902537,1.0,Chimbombo acumulador de arenas (700 kg),cu,unidad,1.0,1217504.0,1217504.0
2023,11,0.902537,1.0,"Cuba de arenas ;1,5 m de ancho, 1,5 m de largo, 2,5 m de alto",cu,unidad,1.0,3989707.0,3989707.0
2023,11,0.902537,1.0,"Cuba de arenas ;2 m de ancho, 2 m de largo, 2,3 m de alto",cu,unidad,1.0,5685419.0,5685419.0
2023,11,0.902537,1.0,Agitador estanque;,cu,unidad,1.1,23976654.0,26374319.4
2023,11,0.902537,1.0,Bomba centrífuga; bomba warman tipo ah 8/6 (1.650 kg),cu,unidad,0.9,2785307.0,2506776.3
2023,11,0.902537,1.0,Bomba centrífuga; bomba ulmax serie atlas 8x6 (6.586 kg),cu,unidad,1.0,10087081.0,10087081.0
2023,11,0.902537,1.0,Bomba centrífuga; bomba warman tipo ff 8/6 ahpp (2.920 kg),cu,unidad,4.2,3623892.0,15220346.4
2023,11,0.902537,1.0,Bomba desplazamiento positivo; marca wirth modelo tpm (40.000 kg),cu,unidad,2.8,22407334.0,62740535.2
2023,11,0.902537,1.0,"Estanque agitador tipo cónico; diámetro: 3 m, altura:4,5 m",cu,unidad,1.0,17617178.0,17617178.0
2023,11,0.902537,1.0,Bombas verticales multietapas; marca stairs (24 kg),cu,unidad,7.1,354685.0,2518263.5
2023,11,0.902537,1.0,Estanque de arenas; capacidad 12 m3,cu,unidad,1.0,14958006.0,14958006.0
2023,11,0.902537,1.0,Estanque rejilla,cu,unidad,1.0,16831335.0,16831335.0
2023,11,0.902537,1.0,"Estanque muestrador; 1,5 m de ancho, 2,5 m de largo, 3,3 m de alto",cu,unidad,1.0,18367261.0,18367261.0
2023,11,0.902537,1.0,"Estanque agua de sello; diámetro: 2,5 m, altura:3,2 m",cu,unidad,1.0,21077421.0,21077421.0
2023,11,0.902537,1.0,Desmantelamiento y Traslado de Estructuras,kg,peso,170753.7,481.0,82132529.7
2023,11,0.902537,1.0,Desmantelamiento y retiro hormigón,m3,volumetrico,951.9,120501.0,114704901.9
2023,11,0.902537,1.0,"Excavación, demolición y retiro hormigones soterrados",m3,volumetrico,514.0,130796.0,67229144.0
2023,11,0.902537,1.0,"Excavación y retiro de elementos varios soterrados (mallas a tierras, banco de ductos, cañerías, etc.)",m3,volumetrico,2544.5,60335.0,153522407.5
2023,11,0.902537,1.0,"Cañería de acero carbono 2"" a 4""",m,lineal,129.0,6370.0,821730.0
2023,11,0.902537,1.0,"Cañería de acero carbono 6"" a 10""",m,lineal,299.2,18297.0,5474462.4
2023,11,0.902537,1.0,"Cañería de acero carbono 12"" a 14"".",m,lineal,5.4,26527.0,143245.8
2023,11,0.902537,1.0,"Cañería de acero carbono 18"" a 24""",m,lineal,26.3,38906.0,1023227.8
2023,11,0.902537,1.0,Cañería HDPE 110 a 200 mm.,m,lineal,1123.4,13986.0,15711872.4
2023,11,0.902537,1.0,Cañería HDPE 250 a 315 mm.,m,lineal,25.7,21272.0,546690.4
2023,11,0.902537,1.0,Cañería HDPE 500 a 800 mm.,m,lineal,1313.8,38692.0,50833549.6
2023,11,0.902537,1.0,Cañería HDPE 900 a 1050 mm,m,lineal,22.7,62266.0,1413438.2
2023,11,0.902537,1.0,"Válvulas de 2"" a 6""",cu,unidad,62.0,409769.0,25405678.0
2023,11,0.902537,1.0,"Válvulas de 8"" a 12""",cu,unidad,35.3,725762.0,25619398.6
2023,11,0.902537,1.0,"Válvulas de 24"" a 42""",cu,unidad,1.9,1251927.0,2378661.3
2023,11,0.902537,1.0,Subestación SSEE N°21,cu,unidad,1.0,3809129.0,3809129.0
2023,11,0.902537,1.0,Sala Eléctrica,cu,unidad,1.0,38099047.0,38099047.0
2023,11,0.902537,1.0,Ducto de Barras,gl,global,1.0,10846766.0,10846766.0
2023,11,0.902537,1.0,Centro de Distribución de Potencia BT,cu,unidad,1.0,353074.0,353074.0
2023,11,0.902537,1.0,Variador de Frecuencia BT,cu,unidad,4.2,828954.0,3481606.8
2023,11,0.902537,1.0,Tablero de Distribución general,cu,unidad,1.1,3725541.0,4098095.1
2023,11,0.902537,1.0,Tablero alimentación válvulas,cu,unidad,0.9,3532216.0,3178994.4
2023,11,0.902537,1.0,Centro de control de motores,cu,unidad,0.9,15944102.0,14349691.8
2023,11,0.902537,1.0,Tablero Distribución de Fuerza,cu,unidad,1.0,15617337.0,15617337.0
2023,11,0.902537,1.0,Grupo Generador,cu,unidad,1.1,3311039.0,3642142.9
2023,11,0.902537,1.0,Subestación Unitaria,cu,unidad,1.0,3728822.0,3728822.0
2023,11,0.902537,1.0,Sala Eléctrica,cu,unidad,1.1,32671823.0,35939005.3
2023,11,0.902537,1.0,Postes,cu,unidad,13.4,888474.0,11905551.6
2023,11,0.902537,1.0,Cableado eléctrico,m,lineal,320.4,22064.0,7069305.6
2023,11,0.902537,1.0,Cableado FO,m,lineal,246.5,22313.0,5500154.5
2023,11,0.902537,1.0,Luminarias exteriores con postación,cu,unidad,11.9,1621666.0,19297825.4
2023,11,0.902537,1.0,Luminarias exteriores sin postación (focos edificios),cu,unidad,9.1,140181.0,1275647.1
2023,11,0.902537,1.0,Retiro sistema de comunicación,gl,global,1.1,168298.0,185127.8
2023,11,0.902537,1.0,Aire acondicionados,cu,unidad,15.4,522883.0,8052398.2
2023,11,0.902537,1.0,Instrumentación de acuerdo a 4600023057-5994-CUBAT-00001,cu,unidad,103.2,345919.0,35698840.8
2023,11,0.902537,1.0,Barreras camineras,m,lineal,94.1,27119.0,2551897.9
2023,11,0.902537,1.0,Barreras newjersey de hormigón,cu,unidad,10.0,34984.0,349840.0
2023,11,0.902537,1.0,Señaleticas camineras,cu,unidad,8.0,21753.0,174024.0
2023,11,0.902537,1.0,Cerco de madera,m,lineal,49.1,9682.0,475386.2
2023,11,0.902537,1.0,Cerco de metalico,m,lineal,31.9,11002.0,350963.8
2023,11,0.902537,1.0,Desmantelamiento de medidores de densidad y su transporte a disposición final en dependencias DAND en Saladillo.,cu,unidad,5.1,2668815.0,13610956.5
2023,11,0.902537,1.0,Aseo e higienización instalaciones VP,mes,otros,5.0,5605222.0,28026110.0
2023,11,0.902537,1.0,Control de Plagas,c/u,otros,5.4,475075.0,2565405.0
2023,11,0.902537,1.0,Mantenciones menores Barrio Cívico,mes,otros,5.4,6295193.0,33994042.2
2023,11,0.902537,1.0,Mantención de Grupo electrógeno,cu,unidad,0.9,1978601.0,1780740.9
2023,11,0.902537,1.0,Mantención aire acondicionado.,mes,otros,4.7,2029472.0,9538518.4
2023,11,0.902537,1.0,Limpieza de fosa principal barrio cívico,cu,unidad,1.9,1554926.0,2954359.4
2023,11,0.902537,1.0,Limpieza de fosa Garita Guardias,cu,unidad,1.1,406660.0,447326.0
2023,11,0.902537,1.0,Limpieza de fosa desgrasadora comedor,cu,unidad,2.2,746207.0,1641655.4
2023,11,0.902537,1.0,Emisión Planos As Built,cu,unidad,29.2,365424.0,10670380.8
2023,11,0.902537,1.0,Gasto a costo efectivo,gl,global,1.0,32338023.0,32338023.0
2023,11,0.902537,1.0,Administración gasto costo efectivo (A definir por el contratista),%,otros,0.1,39050759.0,3905075.9
2023,11,0.902537,1.0,Gastos Generales,gl,global,0.9,2377870141.0,2140083126.9
2023,11,0.902537,1.0,Utilidades,gl,global,1.0,551018790.0,551018790.0
2023,7,0.885601,1.0,Instalación de faenas,gl,global,1.1,84825714.0,93308285.4
2023,7,0.885601,1.0,Movilización y Desmovilización,gl,global,0.9,1503720894.0,1353348804.6
2023,7,0.885601,1.0,Excavación en Zanja en Roca No Ripiable,m3,volumetrico,9.6,80179.0,769718.4
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,7032.0,8819.0,62015208.0
2023,7,0.885601,1.0,Material Dren,m3,volumetrico,2034.6,13360.0,27182256.0
2023,7,0.885601,1.0,Colocación Material Filtro,m3,volumetrico,1782.5,24625.0,43894062.5
2023,7,0.885601,1.0,Relleno Material de Transición,m3,volumetrico,2819.0,27543.0,77643717.0
2023,7,0.885601,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1351.2,18195.0,24585084.0
2023,7,0.885601,1.0,Suministro e instalación de geotextil NW >450 g/m2 para tapado Dren incluye anclaje,m2,area,2351.9,4395.0,10336600.5
2023,7,0.885601,1.0,Excavación en Zanja en Roca No Ripiable,m3,volumetrico,5.3,91037.0,482496.1
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,2602.0,8163.0,21240126.0
2023,7,0.885601,1.0,Colocación Material Filtro,m3,volumetrico,1105.1,27214.0,30074191.4
2023,7,0.885601,1.0,Relleno Material de Transición,m3,volumetrico,1161.7,34249.0,39787063.3
2023,7,0.885601,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1493.7,20806.0,31077922.2
2023,7,0.885601,1.0,Relleno Material  Alfombra Drenante,m3,volumetrico,7753.7,14951.0,115925568.7
2023,7,0.885601,1.0,Escarpe,m3,volumetrico,4691.0,6929.0,32503939.0
2023,7,0.885601,1.0,"Relleno granular túnel, material dren",m3,volumetrico,1286.6,23863.0,30702135.8
2023,7,0.885601,1.0,Suministro e instalación de geotextil 450 g/m2 para tapado Dren incluye anclaje,m2,area,924.3,4473.0,4134393.9
2023,7,0.885601,1.0,Tapón Hormigón Bombeado G30,m3,volumetrico,62.4,950713.0,59324491.2
2023,7,0.885601,1.0,Agotamiento túnel evacuador,mes,otros,4.9,29381567.0,143969678.3
2023,7,0.885601,1.0,Colocación Material Filtro,m3,volumetrico,678.9,25089.0,17032922.1
2023,7,0.885601,1.0,Relleno Material de Transición,m3,volumetrico,1539.0,32914.0,50654646.0
2023,7,0.885601,1.0,Relleno Material Dren,m3,volumetrico,2345.5,14339.0,33632124.5
2023,7,0.885601,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,1107.9,21540.0,23864166.0
2023,7,0.885601,1.0,Relleno masivo con compactacion controlada,m3,volumetrico,107300.8,16145.0,1732371416.0
2023,7,0.885601,1.0,Relleno con compactacion contralada zanja colector,m3,volumetrico,3445.0,19145.0,65954525.0
2023,7,0.885601,1.0,Escarpe,m3,volumetrico,2886.5,7547.0,21784415.5
2023,7,0.885601,1.0,Excavación en Zanja en Roca Rippeable,m3,volumetrico,4293.7,32272.0,138566286.4
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,25741.8,9329.0,240145252.2
2023,7,0.885601,1.0,Relleno con compactacion controlada,m3,volumetrico,1767.0,16867.0,29803989.0
2023,7,0.885601,1.0,Material Dren,m3,volumetrico,4257.6,14116.0,60100281.6
2023,7,0.885601,1.0,Colocación Material Filtro,m3,volumetrico,1788.1,28708.0,51332774.8
2023,7,0.885601,1.0,Relleno Material de Transición,m3,volumetrico,3183.3,28691.0,91332060.3
2023,7,0.885601,1.0,Relleno Material Transición Seleccionado,m3,volumetrico,181.0,26159.0,4734779.0
2023,7,0.885601,1.0,"Suministro y montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,173.7,130359.0,22643358.3
2023,7,0.885601,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,1770.1,20234.0,35816203.4
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,10857.8,7877.0,85526890.6
2023,7,0.885601,1.0,Material Dren,m3,volumetrico,753.8,16716.0,12600520.8
2023,7,0.885601,1.0,Material Filtro,m3,volumetrico,78.2,22181.0,1734554.2
2023,7,0.885601,1.0,Material Transición,m3,volumetrico,924.6,27922.0,25816681.2
2023,7,0.885601,1.0,Material Transición Seleccionado,m3,volumetrico,98.4,25196.0,2479286.4
2023,7,0.885601,1.0,"Pieza Especial codo 90° PE100 PN16, 400 mm",cu,unidad,1.0,345239.0,345239.0
2023,7,0.885601,1.0,Relleno con Compactación Controlada,m3,volumetrico,398.4,15599.0,6214641.6
2023,7,0.885601,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,94.3,150507.0,14192810.1
2023,7,0.885601,1.0,Material Filtro (Filtro Alfombra),m3,volumetrico,577.3,25267.0,14586639.1
2023,7,0.885601,1.0,Escarpe,m3,volumetrico,1404.0,7257.0,10188828.0
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,3687.2,7376.0,27196787.2
2023,7,0.885601,1.0,Relleno Material Filtro Alfombra,m3,volumetrico,468.9,19783.0,9276248.7
2023,7,0.885601,1.0,Relleno Material de Transición,m3,volumetrico,124.7,31865.0,3973565.5
2023,7,0.885601,1.0,Colocación Material Filtro,m3,volumetrico,343.7,28656.0,9849067.2
2023,7,0.885601,1.0,Suministro e instalación de geotextil NW >450 g/m2 para tapado Dren incluye anclaje,m2,area,9831.5,4538.0,44615347.0
2023,7,0.885601,1.0,"Suministro montaje tubería HDPE PE100 PN16 400 mm Perforada, electrofusionada",m,lineal,211.5,117511.0,24853576.5
2023,7,0.885601,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",m2,area,381.4,8003.0,3052344.2
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin Agotamiento,m3,volumetrico,456.9,10152.0,4638448.8
2023,7,0.885601,1.0,Material Filtro Alfombra,m3,volumetrico,104.7,23353.0,2445059.1
2023,7,0.885601,1.0,Material Dren,m3,volumetrico,80.0,12076.0,966080.0
2023,7,0.885601,1.0,Material Filtro,m3,volumetrico,86.2,21477.0,1851317.4
2023,7,0.885601,1.0,Camino acceso (terreno natural) vehicular a restituir,m3,volumetrico,163.8,32081.0,5254867.8
2023,7,0.885601,1.0,"Tala de árboles, Destronque, Sacado de Raíces y Materia Orgánica",ha,otros,0.5,93884921.0,46942460.5
2023,7,0.885601,1.0,Escarpe,m3,volumetrico,566.2,7216.0,4085699.2
2023,7,0.885601,1.0,Excavación en Zanja Suelo Común sin agotamiento,m3,volumetrico,2406.3,6842.0,16463904.6
2023,7,0.885601,1.0,Relleno con compactacion controlada,m3,volumetrico,1640.7,19145.0,31411201.5
2023,7,0.885601,1.0,Preparación subrasante,m2,area,4308.2,29700.0,127953540.0
2023,7,0.885601,1.0,Mampostería,m3,volumetrico,93.2,115220.0,10738504.0
2023,7,0.885601,1.0,Puente grúa portal; capacidad 3 toneladas,cu,unidad,1.0,5728337.0,5728337.0
2023,7,0.885601,1.0,Puente grúa portal; capacidad 5 toneladas,cu,unidad,0.9,6676660.0,6008994.0
2023,7,0.885601,1.0,Puente grúa portal; capacidad 1 toneladas,cu,unidad,1.1,4030728.0,4433800.8
2023,7,0.885601,1.0,compresor reciclones; modelo kaeser sxc6 (290 kg),cu,unidad,1.1,719839.0,791822.9
2023,7,0.885601,1.0,batería hidrociclones;(10 unidades recyclone 500/40 cvx marca weir-vulco y 2 unidades de tipo recyclone vulclone 510/380),cu,unidad,12.0,4598914.0,55186968.0
2023,7,0.885601,1.0,Chimbombo acumulador de arenas (700 kg),cu,unidad,1.0,1324920.0,1324920.0
2023,7,0.885601,1.0,"Cuba de arenas ;1,5 m de ancho, 1,5 m de largo, 2,5 m de alto",cu,unidad,1.0,3176928.0,3176928.0
2023,7,0.885601,1.0,"Cuba de arenas ;2 m de ancho, 2 m de largo, 2,3 m de alto",cu,unidad,1.1,5444642.0,5989106.2
2023,7,0.885601,1.0,Agitador estanque;,cu,unidad,1.0,20047237.0,20047237.0
2023,7,0.885601,1.0,Bomba centrífuga; bomba warman tipo ah 8/6 (1.650 kg),cu,unidad,1.0,3293154.0,3293154.0
2023,7,0.885601,1.0,Bomba centrífuga; bomba ulmax serie atlas 8x6 (6.586 kg),cu,unidad,0.9,7926940.0,7134246.0
2023,7,0.885601,1.0,Bomba centrífuga; bomba warman tipo ff 8/6 ahpp (2.920 kg),cu,unidad,4.1,4085355.0,16749955.5
2023,7,0.885601,1.0,Bomba desplazamiento positivo; marca wirth modelo tpm (40.000 kg),cu,unidad,3.2,20077510.0,64248032.0
2023,7,0.885601,1.0,"Estanque agitador tipo cónico; diámetro: 3 m, altura:4,5 m",cu,unidad,1.0,22110633.0,22110633.0
2023,7,0.885601,1.0,Bombas verticales multietapas; marca stairs (24 kg),cu,unidad,7.3,285567.0,2084639.1
2023,7,0.885601,1.0,Estanque de arenas; capacidad 12 m3,cu,unidad,1.1,16590531.0,18249584.1
2023,7,0.885601,1.0,Estanque rejilla,cu,unidad,1.0,17905308.0,17905308.0
2023,7,0.885601,1.0,"Estanque muestrador; 1,5 m de ancho, 2,5 m de largo, 3,3 m de alto",cu,unidad,1.0,13732699.0,13732699.0
2023,7,0.885601,1.0,"Estanque agua de sello; diámetro: 2,5 m, altura:3,2 m",cu,unidad,1.0,16040158.0,16040158.0
2023,7,0.885601,1.0,Desmantelamiento y Traslado de Estructuras,kg,peso,192881.6,527.0,101648603.2
2023,7,0.885601,1.0,Desmantelamiento y retiro hormigón,m3,volumetrico,971.3,110451.0,107281056.3
2023,7,0.885601,1.0,"Excavación, demolición y retiro hormigones soterrados",m3,volumetrico,477.1,129949.0,61998667.9
2023,7,0.885601,1.0,"Excavación y retiro de elementos varios soterrados (mallas a tierras, banco de ductos, cañerías, etc.)",m3,volumetrico,2589.5,56697.0,146816881.5
2023,7,0.885601,1.0,"Cañería de acero carbono 2"" a 4""",m,lineal,126.9,5668.0,719269.2
2023,7,0.885601,1.0,"Cañería de acero carbono 6"" a 10""",m,lineal,297.4,21242.0,6317370.8
2023,7,0.885601,1.0,"Cañería de acero carbono 12"" a 14"".",m,lineal,4.9,24654.0,120804.6
2023,7,0.885601,1.0,"Cañería de acero carbono 18"" a 24""",m,lineal,27.6,34861.0,962163.6
2023,7,0.885601,1.0,Cañería HDPE 110 a 200 mm.,m,lineal,1257.3,15470.0,19450431.0
2023,7,0.885601,1.0,Cañería HDPE 250 a 315 mm.,m,lineal,24.1,21014.0,506437.4
2023,7,0.885601,1.0,Cañería HDPE 500 a 800 mm.,m,lineal,1118.0,36930.0,41287740.0
2023,7,0.885601,1.0,Cañería HDPE 900 a 1050 mm,m,lineal,25.1,57854.0,1452135.4
2023,7,0.885601,1.0,"Válvulas de 2"" a 6""",cu,unidad,65.9,395593.0,26069578.7
2023,7,0.885601,1.0,"Válvulas de 8"" a 12""",cu,unidad,37.9,838488.0,31778695.2
2023,7,0.885601,1.0,"Válvulas de 24"" a 42""",cu,unidad,1.9,1532702.0,2912133.8
2023,7,0.885601,1.0,Subestación SSEE N°21,cu,unidad,0.9,3231911.0,2908719.9
2023,7,0.885601,1.0,Sala Eléctrica,cu,unidad,0.9,42826914.0,38544222.6
2023,7,0.885601,1.0,Ducto de Barras,gl,global,0.9,11358589.0,10222730.1
2023,7,0.885601,1.0,Centro de Distribución de Potencia BT,cu,unidad,1.0,339177.0,339177.0
2023,7,0.885601,1.0,Variador de Frecuencia BT,cu,unidad,4.2,677187.0,2844185.4
2023,7,0.885601,1.0,Tablero de Distribución general,cu,unidad,1.0,2565209.0,2565209.0
2023,7,0.885601,1.0,Tablero alimentación válvulas,cu,unidad,1.0,2726187.0,2726187.0
2023,7,0.885601,1.0,Centro de control de motores,cu,unidad,1.1,18436649.0,20280313.9
2023,7,0.885601,1.0,Tablero Distribución de Fuerza,cu,unidad,1.1,15024405.0,16526845.5
2023,7,0.885601,1.0,Grupo Generador,cu,unidad,1.1,3639013.0,4002914.3
2023,7,0.885601,1.0,Subestación Unitaria,cu,unidad,1.0,3156514.0,3156514.0
2023,7,0.885601,1.0,Sala Eléctrica,cu,unidad,1.0,36381927.0,36381927.0
2023,7,0.885601,1.0,Postes,cu,unidad,15.1,776474.0,11724757.4
2023,7,0.885601,1.0,Cableado eléctrico,m,lineal,362.7,20876.0,7571725.2
2023,7,0.885601,1.0,Cableado FO,m,lineal,259.9,27346.0,7107225.4
2023,7,0.885601,1.0,Luminarias exteriores con postación,cu,unidad,12.5,1588987.0,19862337.5
